,RESPONDENT_ID,Code1,Code2,Code3,Code4,Response
1360,8128,97,,,,"If the democratic party werent so corrupt and will run Biden like a toy, and he wasn't a creep, sniffing and fondling women, I would most likely vote dem."
1361,8132,2,,,,he is the right man for the job
1362,8136,2,,,,"He is a real human, who actually has god ideas, and does what he says"
1363,8140,2,4.0,,,"I think he is compassionate, intelligent, and knows how to lead the country instead of dividing it."
1364,8141,99,,,,Every word out of his mouth is not a lie.
1365,8153,97,,,,Family
1366,8154,11,,,,none
1367,8155,97,,,,Biden will follow science and protect the environment
1368,8160,1,,,,Because everything Biden is saying is what President Donald Trump has already done or is working on it! Biden is weak and said that Kamala is ready to take over the presidency on day one. Why was that even brought up? The Democrats are trying everything in their power to undermine President Trump for the last 3 years+ They were also friends with him prior to him saying he was running for president. Democrats/Republicans cannot buy President Trump so they have no control and that makes everyone that's against President Trump a threat to our country.
1369,8161,3,,,,Racial equality
1370,8163,97,,,,He talks to people
1371,8164,3,,,,He keep the promise for us the country
1372,8167,11,,,,None
1373,8169,98,,,,To have a someone we can trust leading our country.
1374,8177,11,,,,He's not a racist piece of evil trash
1375,8179,1,,,,I'd much more be likely to vote for someone who can undo all that Trump has done.
1376,8184,12,,,,He has a plan to fight the coronavirus.
1377,8187,6,,,,He will take care of the middle class.
1378,8191,3,,,,He?ll put policies into place that?ll unite people instead of dividing them
1379,8193,11,,,,no reason
1380,8205,11,,,,There is no reason to support Biden for President.
1381,8219,3,,,,He will step aside and Kamalla will be president
1382,8224,97,,,,none he has repeatedly been against blacks in the past and has always voted for more taxes and allowing more refugees in to the US
1383,8235,2,,,,He's a good man with strong principles.
1384,8247,3,5.0,11.0,1.0,"I have no reason to support Biden as I believe he is mentally not capable of being President. He has been hiding in his basement for the past several months! If he were to win he won't be there for more than a year with the way he is going. Plus I think the Democratic party has gone way too far to the left and Biden has bought into it. In my opinion, Joe Biden will bring nothing that will improve the country and he will make it worse if he becomes President! I say this even though I am not a big a big fan of Trump but compared to Biden he is much better for the US."
1385,8248,1,5.0,,,"The entire white house dynamic will be changing and it's not just about who is President, but the entire team he will be bringing with him. We need big changes."
1386,8251,3,13.0,2.0,,"Joe Biden is a man of the people. He is honest. He listens to the people's grievances, and will work to improve our society. He is a uniter, not a divider."
1387,8253,11,,,,Nothing
1388,8261,11,,,,There is no reason to support this dirty old man!
1389,8263,99,,,,I guess I would have to
1390,8267,3,,,,To unite our country again.
1391,8271,1,,,,To get Trump OUT!
1392,8278,4,,,,sanity
1393,8282,97,,,,Values
1394,8285,7,,,,protect social security
1395,8289,10,,,,I trust him to work to stop the Coronavirus Pandemic
1396,8291,5,,,,He is more tactful for sure.
1397,8292,97,,,,because of kamala harris
1398,8296,12,,,,"because even if he is old and senile, he's not a racist homophobic lying cheeto"
1399,8298,5,2.0,,,"I would never support Biden. From the beginning of his political career, he's never been honest."
1400,8303,99,,,,Joe Biden has the personality to get along with all peoples and has the ability to lead.
1401,8304,1,,,,That he's not Trump!  Trump has really messed things up royally over the past 3.5 years.  God help us if he gets another 4 years.  Four years from now will be a new election for anyone who doesn't like how Biden/Harris will lead the country.
1402,8312,97,,,,I have the impression that he tells the truth.  I am counting on that.
1403,8314,1,,,,He's not Trump.
1404,8317,11,,,,There is no best reason I definitely do NOT support Joe Biden...
1405,8320,11,,,,I can't support him because of his stance on aborotion
1406,8321,3,,,,He cares about people and their well-being.
1407,8325,4,3.0,,,He cares about people and is competent.
1408,8334,5,6.0,3.0,7.0,I think he is a strong person who will get our country back to where we were before the coronavirus. He cares more the middle class people than the big business people and corporations. He will not cut Social Security. He will protect our country and stop all of this violent protests.
1409,8338,5,,,,experience
1410,8349,11,,,,I cannot think of one. No reason at all.
1411,8352,1,2.0,,,there is NO reason to support Joe Biden for President.  His running mate is so concerning about BLM that she didn't even MARRY a Black man...   I wish everyone black man in america would call her out on that subject alone.  What's wrong with black men the reason SHE didn't marry one.?????   I would NEVER vote for Biden just because he picked Kamala Harris to gain the Black vote not because she is qualified and he sure isn't.  There isn't a Blk person anywhere near his neighborhood in DE yet he's seen on TV kissing every black person he can find.......  He's a disgrace and I would never vote for him even if he was Republican
1412,8353,7,,,,to protect social security and also hopefully calm the divide in the country and protests
1413,8356,1,,,,"I don't like Trump, so I pick him"
1414,8358,11,,,,There isn't one
1415,8368,1,,,,It isn't so much support for Biden as it is a vote against Trump.  4 more years of Trump would be so detrimental to our country.
1416,8370,1,,,,because he isn't trump
1417,8372,1,,,,Trump can be mean
1418,8386,2,,,,hes nice
1419,8409,1,,,,Anyone but Trump
1420,8417,13,12.0,,,There is no reason he is an old man who has had over 40 years in Washington. He has not made any changes that have really helped anyone to date. We need new people & new ideas in Washington not someone who had their shot as VP to just add more money to his pocket.
1421,8420,3,,,,He unites people
1422,8423,11,,,,none
1423,8425,1,,,,He's not Trump
1424,8427,97,,,,Because he can fix the world
1425,8432,11,,,,none at all
1426,8438,11,,,,Nothing
1427,8440,4,,,,He is actually sane.
1428,8445,1,,,,To make Sure we do not have to withstand 4 more years of a President that should not be leading the American People.
1429,8456,8,1.0,,,he does not lie like trump. he will expand on ACA. HE WILL stop the racial injustice/
1430,8457,1,,,,Donald Trump is mentally ill and a threat to this entire company.
1431,8459,11,,,,I can't think of a reason
1432,8460,97,,,,To help get rid of the covid-19
1433,8463,11,,,,none he's evil
1434,8467,97,,,,Credibility and stability
1435,8469,1,,,,He is not trump and acts like an adult
1436,8471,1,,,,To get to of trump
1437,8472,97,,,,why
1438,8473,1,,,,Trump needs to be gone
1439,8476,1,,,,Its not Trump!
1440,8482,2,,,,He's a good person
1441,8484,11,,,,There is no good reason to support Joe Biden he should not even have run
1442,8486,13,6.0,,,He is the right person to bring our country back to where we were before the virus. He will protect the lower and middle class people and make big business companies pay their fair share.
1443,8493,6,2.0,,,he is for the middle and lower class and understands the needs of people in these income groups
1444,8496,1,,,,He is not trump
1445,8502,4,,,,"He is not a malignant, stupid, narcissist"
1446,8504,98,,,,Cant think of any
1447,8505,97,,,,I am gay and jewish.  the republicans have been packing the courts for the  evangelicals
1448,8506,9,,,,I think the COVID'll just get worse and endanger people and the economy under Trump.
1449,8507,97,,,,Caring
1450,8513,11,,,,there is none
1451,8514,1,,,,Because Trump needs to be gone
1452,8528,1,,,,I just do not really support Donald Trump as a person and I think Joe Biden will have more of US citizens best interests in mind.
1453,8529,1,,,,"He has the quality to be President and believes in America and is not out for himself, but for the American people."
1454,8536,1,,,,he's not trump
1455,8539,1,,,,He?s less erratic than trump
1456,8540,11,,,,none
1457,8542,97,,,,He?ll surround himself with reasonable advisors
1458,8543,2,,,,He seems like a nice guy. a guy with a big heart.
1459,8548,3,,,,I think he can bring the country back together.
1460,8551,10,,,,Controlling the COVID-19 pandemic
1461,8555,97,,,,I think Joe Biden will create a team of professionals to work together to determine problems and start with solutions to imporove our nation
1462,8556,1,,,,Literally anyone would be better than Trump
1463,8559,5,,,,He is the only candidate qualified for the job. He has the experience and knowledge to lead.
1464,8560,11,,,,There is none.
1465,8571,97,,,,American needs to return to strong leadership
1466,8572,1,,,,HE US NOT DONALD TRUMP
1467,8573,1,,,,defeat Trump
1468,8577,1,,,,He will handle the current crises our country is dealing with better than President Trump.
1469,8592,4,,,,he is sane
1470,8594,1,,,,much more presidential than Trump
1471,8595,12,2.0,13.0,1.0,"He's a career politician, however, he doesn't seem to have forgotten where he came from.  He knows what it's going to take to get our country back, and he's ready to take it on, he knows that our country has beens suffering at the helm of Trump and we need a leader like him."
1472,8600,97,,,,most stable and experienced
1473,8608,11,,,,No reason
1474,8609,97,,,,Joe is much more calmer and rational
1475,8612,2,,,,I am torn with many of the reasons presented; however Biden has had 47 years to accomplish much in politics and he hasn't; Im not confident in him being able to actually accomplish what he says.
1476,8613,97,,,,He's less racist
1477,8615,99,,,,I can?t think of one
1478,8617,11,,,,None
1479,8618,1,,,,He's going to protect our environment AND remove Trump from office.
1480,8629,1,,,,I want Trump out of office and Biden supports what I support.
1481,8637,11,,,,There is no good reason to
1482,8638,5,1.0,,,He seems like a more stable and centered man to lead the United States rather than trump.
1483,8642,1,,,,Trump is not fit
1484,8648,97,,,,"I could never support Biden for President, I'd sooner vote for a person from a third party!!!"
1485,8649,6,,,,He's been a middle Class worker.
1486,8650,97,,,,I don't know who I'm voting for yet - there was no choice on the question except to pick one of them
1487,8655,99,,,,I don't have a reason for now
1488,8659,11,,,,None that I can think of
1489,8663,3,5.0,,,"He has proven already, to every American who lived during Obama?s presidency, that he is capable of leading the country and that he means what he says"
1490,8682,8,,,,lowering the cost of medical insurance.
1491,8686,7,,,,He is going to strengthen Social Security and look out for the old people.
1492,8688,5,,,,Experience and empathy.
1493,8703,1,,,,Trump
1494,8704,7,,,,He believes in social security
1495,8708,11,,,,There is no good reason.
1496,8725,1,11.0,,,The is absolutely no good reason to support Biden for President. Only a fool would be able to come up with a reason.
1497,8735,97,,,,Honest no lies bring America together & not divide us. he pays taxes & not porn stars
1498,8738,9,,,,He would support the economy.
1499,8743,1,11.0,,,"i see no resason to support him, they all say what they think people want to hear, doesnt mean they will do it,and he will croak in office, making a black lady,with no experience be president, and let all those illegals into the country,"
1500,8752,97,,,,Raise the minimum wage
